,id del cliente,páginas visitadas,duración de la sesión,número de visitas,fecha de nacimiento,ubicación,dispositivo,convertido
709,710,4,352.56995061609194,26,1960-11-28 12:27:39.148023,Ciudad B,ordenador,No
710,711,4,281.7654223051401,14,1886-12-16 12:27:39.148023,Ciudad A,móvil,No
711,712,5,274.8546594726437,25,1983-11-23 12:27:39.148023,Ciudad A,móvil,Sí
712,713,3,301.61348937350044,36,1970-11-26 12:27:39.148023,Ciudad A,tablet,No
713,714,6,411.1980393848947,10,1998-11-19 12:27:39.148023,Ciudad A,tablet,Sí
714,715,7,232.96558895023068,2,1991-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
715,716,4,313.8415194292037,47,1995-11-20 12:27:39.148023,Ciudad A,móvil,Sí
716,717,3,348.01792619545273,37,1980-11-23 12:27:39.148023,Ciudad A,tablet,Sí
717,718,8,256.6290371731078,7,2004-11-17 12:27:39.148023,Ciudad B,ordenador,No
718,719,3,206.7331664726324,13,1982-11-23 12:27:39.148023,Ciudad A,tablet,No
719,720,6,289.94331580953417,31,1982-11-23 12:27:39.148023,Ciudad B,móvil,No
720,721,4,263.0714712419731,41,1968-11-26 12:27:39.148023,Ciudad B,tablet,Sí
721,722,6,281.9565741181359,29,1998-11-19 12:27:39.148023,Ciudad B,móvil,No
722,723,7,400.93141957651477,5,2002-11-18 12:27:39.148023,Ciudad A,móvil,Sí
723,724,5,262.3813549431298,13,1988-11-21 12:27:39.148023,Ciudad A,tablet,No
724,725,6,260.6016169130208,27,1976-11-24 12:27:39.148023,Ciudad A,ordenador,Sí
725,726,5,385.3434140302782,38,1958-11-29 12:27:39.148023,Ciudad B,ordenador,No
726,727,2,259.9325260375332,16,1989-11-21 12:27:39.148023,Ciudad A,tablet,Sí
727,728,5,245.9572057040092,30,1999-11-19 12:27:39.148023,Ciudad A,tablet,Sí
728,729,4,271.98083705597395,24,1960-11-28 12:27:39.148023,Ciudad A,tablet,Sí
729,730,3,195.43321643137486,17,1985-11-22 12:27:39.148023,Ciudad A,móvil,Sí
730,731,6,286.38886743013654,33,1962-11-28 12:27:39.148023,Ciudad B,móvil,Sí
731,732,3,367.1554471343681,16,1961-11-28 12:27:39.148023,Ciudad B,ordenador,Sí
732,733,3,297.8837666496896,9,1979-11-24 12:27:39.148023,Ciudad B,tablet,No
733,734,2,293.7510723411367,1,2004-11-17 12:27:39.148023,Ciudad A,ordenador,No
734,735,2,265.2372211954369,46,1977-11-24 12:27:39.148023,Ciudad B,móvil,No
735,736,3,382.0820101130373,43,1973-11-25 12:27:39.148023,Ciudad B,tablet,No
736,737,3,399.8176701094085,30,1966-11-27 12:27:39.148023,Ciudad A,tablet,Sí
737,738,2,317.0118432916462,29,1963-11-28 12:27:39.148023,Ciudad A,móvil,Sí
738,739,3,289.59285389276187,18,2004-11-17 12:27:39.148023,Ciudad B,tablet,Sí
739,740,4,366.27767005868196,19,1977-11-24 12:27:39.148023,Ciudad B,tablet,No
740,741,3,265.7344533430904,49,2001-11-18 12:27:39.148023,Ciudad B,ordenador,No
741,742,3,425.0399627643234,14,1965-11-27 12:27:39.148023,Ciudad A,tablet,No
742,743,29,380.6819218641728,10,1990-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
743,744,7,323.76182380920227,13,1999-11-19 12:27:39.148023,Ciudad B,ordenador,Sí
744,745,8,222.9355482927308,3,1981-11-23 12:27:39.148023,Ciudad B,ordenador,No
745,746,2,353.072147022236,31,1956-11-29 12:27:39.148023,Ciudad B,tablet,No
746,747,7,311.0492854801971,6,1970-11-26 12:27:39.148023,Ciudad C,móvil,Sí
747,748,9,233.05059701144882,15,1979-11-24 12:27:39.148023,Ciudad A,móvil,No
748,749,8,276.57351087538797,16,1964-11-27 12:27:39.148023,Ciudad A,ordenador,No
749,750,7,303.5577141723255,34,2003-11-18 12:27:39.148023,Ciudad B,tablet,Sí
750,751,7,314.0136236283749,15,1970-11-26 12:27:39.148023,Ciudad A,móvil,Sí
751,752,1,368.5783413050311,3,1997-11-19 12:27:39.148023,Ciudad A,móvil,Sí
752,753,4,303.56937654412206,43,1978-11-24 12:27:39.148023,Ciudad A,móvil,No
753,754,2,283.1711516311762,18,1966-11-27 12:27:39.148023,Ciudad B,móvil,No
754,755,6,330.1230023090771,30,1991-11-21 12:27:39.148023,Ciudad B,móvil,No
755,756,6,306.8790659977498,43,1983-11-23 12:27:39.148023,Ciudad B,móvil,Sí
756,757,3,269.43930727253814,43,1981-11-23 12:27:39.148023,Ciudad A,móvil,No
757,758,3,260.047213684494,19,1980-11-23 12:27:39.148023,Ciudad A,ordenador,No
758,759,9,382.9749050425783,49,1972-11-25 12:27:39.148023,Ciudad B,tablet,Sí
759,760,4,387.26845880074126,5,1961-11-28 12:27:39.148023,Ciudad A,tablet,Sí
760,761,6,311.6949906234812,49,1958-11-29 12:27:39.148023,Ciudad B,móvil,No
761,762,4,362.37835157917976,6,1992-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
762,763,6,289.40654515870267,11,1998-11-19 12:27:39.148023,Ciudad B,móvil,No
763,764,4,310.5104358831848,3,1992-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
764,765,6,272.6901021420915,17,1961-11-28 12:27:39.148023,Ciudad A,tablet,No
765,766,9,339.29168468782484,19,2001-11-18 12:27:39.148023,Ciudad C,móvil,Sí
766,767,1,379.3745660138061,6,1971-11-26 12:27:39.148023,Ciudad B,móvil,No
767,768,6,285.91175637801143,25,1969-11-26 12:27:39.148023,Ciudad B,tablet,Sí
768,769,5,220.93575479315305,24,1992-11-20 12:27:39.148023,Ciudad A,tablet,No
769,770,3,314.4069384121159,2,1975-11-25 12:27:39.148023,Ciudad A,móvil,No
770,771,3,246.91698692240573,22,1966-11-27 12:27:39.148023,Ciudad A,ordenador,Sí
771,772,9,296.9361179257035,17,1998-11-19 12:27:39.148023,Ciudad B,ordenador,Sí
772,773,6,298.0203857531417,47,2001-11-18 12:27:39.148023,Ciudad B,tablet,No
773,774,5,336.42082023043423,22,1978-11-24 12:27:39.148023,Ciudad A,tablet,No
774,775,5,267.47205160363274,14,1996-11-19 12:27:39.148023,Ciudad A,tablet,Sí
775,776,4,293.4343762602787,36,1981-11-23 12:27:39.148023,Ciudad A,tablet,No
776,777,2,245.94410531120005,18,1981-11-23 12:27:39.148023,Ciudad B,móvil,No
777,778,4,362.8547461256292,18,1957-11-29 12:27:39.148023,Ciudad A,ordenador,Sí
778,779,6,296.51686959652676,47,1955-11-30 12:27:39.148023,Ciudad A,tablet,No
779,780,5,343.306333988308,21,1970-11-26 12:27:39.148023,Ciudad A,tablet,No
780,781,3,304.0367627670489,18,1997-11-19 12:27:39.148023,Ciudad B,móvil,No
781,782,6,338.56570088512893,15,1993-11-20 12:27:39.148023,Ciudad B,tablet,No
782,783,2,323.61863947119923,22,1962-11-28 12:27:39.148023,Ciudad B,ordenador,No
783,784,4,254.94886172276253,14,1967-11-27 12:27:39.148023,Ciudad B,ordenador,No
784,785,4,237.121850267622,6,2002-11-18 12:27:39.148023,Ciudad B,ordenador,No
785,786,4,380.2338081616496,20,2004-11-17 12:27:39.148023,Ciudad B,tablet,No
786,787,5,325.43344377258643,12,1960-11-28 12:27:39.148023,Ciudad B,móvil,Sí
787,788,6,369.4878343309519,38,2000-11-18 12:27:39.148023,Ciudad B,móvil,No
788,789,3,243.16928535485502,22,1991-11-21 12:27:39.148023,Ciudad A,tablet,Sí
789,790,8,361.77196125202516,42,1992-11-20 12:27:39.148023,Ciudad B,tablet,Sí
790,791,2,400.9420239754939,3,1968-11-26 12:27:39.148023,Ciudad A,ordenador,No
791,792,8,264.50281791476846,25,1963-11-28 12:27:39.148023,Ciudad A,tablet,Sí
792,793,2,295.55022465904204,34,1986-11-22 12:27:39.148023,Ciudad B,ordenador,No
793,794,2,295.24793343622036,30,1961-11-28 12:27:39.148023,Ciudad B,ordenador,Sí
794,795,7,222.65389568236986,2,1954-11-30 12:27:39.148023,Ciudad B,ordenador,Sí
795,796,5,301.97186334082915,43,1966-11-27 12:27:39.148023,Ciudad A,tablet,Sí
796,797,3,298.41556264946604,17,1980-11-23 12:27:39.148023,Ciudad A,tablet,Sí
797,798,3,212.1473167416601,29,1978-11-24 12:27:39.148023,Ciudad A,móvil,Sí
798,799,2,290.9986139286045,24,1980-11-23 12:27:39.148023,Ciudad A,ordenador,Sí
799,800,5,304.28906887668023,49,1958-11-29 12:27:39.148023,Ciudad B,móvil,No
800,801,1,280.64646994731186,43,1973-11-25 12:27:39.148023,Ciudad A,tablet,No
801,802,1,360.3582418666097,20,1979-11-24 12:27:39.148023,Ciudad A,móvil,Sí
802,803,2,227.1700949519123,19,1993-11-20 12:27:39.148023,Ciudad A,móvil,No
803,804,5,294.2468897016818,46,1981-11-23 12:27:39.148023,Ciudad B,móvil,No
804,805,7,317.5103403078051,13,1964-11-27 12:27:39.148023,Ciudad A,ordenador,No
805,806,7,314.6433167729321,47,1964-11-27 12:27:39.148023,Ciudad B,ordenador,Sí
806,807,6,322.843871070855,15,1980-11-23 12:27:39.148023,Ciudad A,ordenador,Sí
807,808,4,279.3034511853334,43,1991-11-21 12:27:39.148023,Ciudad A,móvil,No
808,809,3,292.1599789653026,4,1996-11-19 12:27:39.148023,Ciudad B,ordenador,No
809,810,2,234.95132969075857,47,1986-11-22 12:27:39.148023,Ciudad B,móvil,Sí
810,811,6,347.3263586869581,18,1956-11-29 12:27:39.148023,Ciudad A,tablet,No
811,812,4,322.3211321101424,35,1963-11-28 12:27:39.148023,Ciudad B,ordenador,Sí
812,813,5,191.56307193131934,31,1966-11-27 12:27:39.148023,Ciudad B,ordenador,Sí
813,814,7,328.179632094904,32,1957-11-29 12:27:39.148023,Ciudad A,ordenador,Sí
814,815,4,344.6724836234413,5,1962-11-28 12:27:39.148023,Ciudad B,tablet,No
815,816,7,325.1501655736215,29,2004-11-17 12:27:39.148023,Ciudad A,ordenador,Sí
816,817,6,330.23975523410746,29,1962-11-28 12:27:39.148023,Ciudad B,móvil,No
817,818,8,301.44474603906906,14,1996-11-19 12:27:39.148023,Ciudad A,ordenador,No
818,819,9,210.00813521527766,36,1987-11-22 12:27:39.148023,Ciudad B,tablet,Sí
819,820,5,223.4886345555294,1,1988-11-21 12:27:39.148023,Ciudad A,móvil,No
820,821,6,300.54955673201107,17,1956-11-29 12:27:39.148023,Ciudad B,tablet,Sí
821,822,4,403.964861642902,8,1958-11-29 12:27:39.148023,Ciudad A,ordenador,Sí
822,823,7,271.1808079419067,24,1958-11-29 12:27:39.148023,Ciudad A,ordenador,No
823,824,3,417.19386035050246,21,2000-11-18 12:27:39.148023,Ciudad A,móvil,No
824,825,4,305.2987122730423,24,1962-11-28 12:27:39.148023,Ciudad A,ordenador,Sí
825,826,7,272.4591547893056,2,1999-11-19 12:27:39.148023,Ciudad A,móvil,Sí
826,827,4,325.7521315238491,46,1965-11-27 12:27:39.148023,Ciudad B,ordenador,Sí
827,828,3,235.63946160517773,10,1972-11-25 12:27:39.148023,Ciudad A,tablet,Sí
828,829,4,243.39356291242578,18,1990-11-21 12:27:39.148023,Ciudad A,móvil,Sí
829,830,5,191.88671814676815,46,1979-11-24 12:27:39.148023,Ciudad B,tablet,Sí
830,831,4,305.72986398182337,31,1994-11-20 12:27:39.148023,Ciudad A,tablet,No
831,832,6,329.0970006616239,3,1963-11-28 12:27:39.148023,Ciudad B,móvil,No
832,833,1,267.87538661211966,42,1981-11-23 12:27:39.148023,Ciudad B,tablet,No
833,834,1,262.6692296829545,8,2003-11-18 12:27:39.148023,Ciudad B,móvil,Sí
834,835,6,372.41386021589534,38,1965-11-27 12:27:39.148023,Ciudad A,tablet,No
835,836,9,302.7741550679803,45,1999-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
836,837,3,272.71122507994727,32,2004-11-17 12:27:39.148023,Ciudad B,ordenador,Sí
837,838,3,323.6886146413914,15,1967-11-27 12:27:39.148023,Ciudad B,ordenador,Sí
838,839,4,270.9131491687317,16,1972-11-25 12:27:39.148023,Ciudad A,tablet,Sí
839,840,4,257.0786744256954,7,1978-11-24 12:27:39.148023,Ciudad B,tablet,Sí
840,841,3,269.2811453433985,31,1956-11-29 12:27:39.148023,Ciudad A,tablet,No
841,842,6,258.99636427051826,30,1978-11-24 12:27:39.148023,Ciudad B,tablet,Sí
842,843,7,239.58334983345674,37,1981-11-23 12:27:39.148023,Ciudad B,tablet,No
843,844,3,275.52628636085217,1,1954-11-30 12:27:39.148023,Ciudad A,tablet,Sí
844,845,3,353.959441339054,20,1907-12-12 12:27:39.148023,Ciudad B,ordenador,No
845,846,7,325.2731759077319,25,2003-11-18 12:27:39.148023,Ciudad A,tablet,Sí
846,847,3,280.57382478316066,44,1970-11-26 12:27:39.148023,Ciudad A,móvil,Sí
847,848,4,193.72543970167547,11,1977-11-24 12:27:39.148023,Ciudad B,ordenador,Sí
848,849,2,284.357775683095,25,1967-11-27 12:27:39.148023,Ciudad A,tablet,Sí
849,850,10,313.8783511381718,42,1972-11-25 12:27:39.148023,Ciudad B,tablet,Sí
850,851,5,397.0683610277851,38,1959-11-29 12:27:39.148023,Ciudad A,ordenador,No
851,852,4,296.6361994229713,6,1968-11-26 12:27:39.148023,Ciudad B,tablet,No
852,853,6,380.79891328987287,22,1975-11-25 12:27:39.148023,Ciudad A,móvil,No
853,854,8,323.497527417488,36,1973-11-25 12:27:39.148023,Ciudad C,ordenador,No
854,855,4,298.10015297687386,33,1995-11-20 12:27:39.148023,Ciudad B,tablet,Sí
855,856,9,352.4807399412387,43,1957-11-29 12:27:39.148023,Ciudad A,móvil,Sí
856,857,1,320.618828019604,10,1962-11-28 12:27:39.148023,Ciudad A,tablet,No
857,858,8,298.00171887191203,49,1963-11-28 12:27:39.148023,Ciudad B,tablet,No
858,859,3,208.53613655827843,35,1956-11-29 12:27:39.148023,Ciudad A,tablet,No
859,860,2,312.26429932966585,31,1978-11-24 12:27:39.148023,Ciudad A,móvil,No
860,861,3,243.04234842465905,8,1992-11-20 12:27:39.148023,Ciudad B,tablet,Sí
861,862,4,334.6106287469167,4,1995-11-20 12:27:39.148023,Ciudad B,ordenador,Sí
862,863,5,324.40275301551105,9,1999-11-19 12:27:39.148023,Ciudad B,tablet,Sí
863,864,5,298.33087131646937,0,2003-11-18 12:27:39.148023,Ciudad B,móvil,Sí
864,865,3,295.09532664384017,22,2001-11-18 12:27:39.148023,Ciudad B,móvil,No
865,866,2,251.16193876475955,40,1932-12-05 12:27:39.148023,Ciudad B,móvil,No
866,867,4,308.9403532958157,25,2000-11-18 12:27:39.148023,Ciudad A,tablet,No
867,868,3,360.41128375634855,42,2005-11-17 12:27:39.148023,Ciudad B,tablet,No
868,869,4,383.2110885858247,38,1978-11-24 12:27:39.148023,Ciudad A,tablet,No
869,870,3,288.6410703905512,10,1875-12-19 12:27:39.148023,Ciudad B,tablet,No
870,871,5,332.2113173011481,39,1987-11-22 12:27:39.148023,Ciudad A,ordenador,Sí
871,872,4,333.94956243735254,29,1974-11-25 12:27:39.148023,Ciudad A,ordenador,Sí
872,873,6,296.19914359310417,45,1957-11-29 12:27:39.148023,Ciudad B,móvil,Sí
873,874,3,303.2054030231463,18,1994-11-20 12:27:39.148023,Ciudad A,ordenador,Sí
874,875,5,317.7670260580057,21,1974-11-25 12:27:39.148023,Ciudad B,tablet,No
875,876,3,294.68732298359805,10,1994-11-20 12:27:39.148023,Ciudad A,móvil,No
876,877,4,340.4982741140926,37,1957-11-29 12:27:39.148023,Ciudad A,tablet,No
877,878,5,318.34441901334134,46,1987-11-22 12:27:39.148023,Ciudad B,móvil,Sí
878,879,6,259.81829239625034,5,1961-11-28 12:27:39.148023,Ciudad A,tablet,Sí
879,880,5,282.6383911350863,3,1960-11-28 12:27:39.148023,Ciudad A,tablet,No
880,881,9,244.94469315244444,47,1984-11-22 12:27:39.148023,Ciudad B,tablet,No
881,882,7,276.85555242618335,26,1959-11-29 12:27:39.148023,Ciudad B,tablet,Sí
882,883,6,294.5304095442618,4,1987-11-22 12:27:39.148023,Ciudad B,ordenador,Sí
883,884,2,267.06401931453405,14,1995-11-20 12:27:39.148023,Ciudad B,móvil,No
884,885,5,161.03245992093144,30,1980-11-23 12:27:39.148023,Ciudad B,ordenador,Sí
885,886,9,240.1542923795088,2,1977-11-24 12:27:39.148023,Ciudad A,ordenador,No
886,887,8,332.73047098258263,45,1961-11-28 12:27:39.148023,Ciudad B,ordenador,No
887,888,9,315.1106424050054,25,1982-11-23 12:27:39.148023,Ciudad A,móvil,No
888,889,4,303.6843107015983,22,1985-11-22 12:27:39.148023,Ciudad B,móvil,Sí
889,890,9,348.73743428442765,5,1955-11-30 12:27:39.148023,Ciudad B,móvil,No
890,891,6,291.0962430967988,41,1959-11-29 12:27:39.148023,Ciudad A,móvil,No
891,892,4,256.6263480520814,17,1997-11-19 12:27:39.148023,Ciudad B,móvil,No
892,893,7,335.70818617009877,14,1960-11-28 12:27:39.148023,Ciudad A,ordenador,No
893,894,7,333.563626049728,26,1984-11-22 12:27:39.148023,Ciudad A,móvil,Sí
894,895,7,342.3704750953958,47,1985-11-22 12:27:39.148023,Ciudad A,ordenador,No
895,896,3,188.56097940728378,29,1972-11-25 12:27:39.148023,Ciudad B,tablet,Sí
896,897,6,381.42594166304355,13,1967-11-27 12:27:39.148023,Ciudad A,móvil,Sí
897,898,3,344.432816909297,29,1992-11-20 12:27:39.148023,Ciudad B,tablet,No
898,899,4,326.9145781888759,27,1956-11-29 12:27:39.148023,Ciudad A,ordenador,Sí
899,900,4,333.65387313130003,21,1971-11-26 12:27:39.148023,Ciudad B,móvil,No
900,901,4,362.18536618463173,43,1992-11-20 12:27:39.148023,Ciudad B,tablet,Sí
901,902,9,319.35994083946565,38,1986-11-22 12:27:39.148023,Ciudad B,ordenador,Sí
902,903,4,286.767889128286,0,1974-11-25 12:27:39.148023,Ciudad A,ordenador,No
903,904,0,345.7595511133661,42,1962-11-28 12:27:39.148023,Ciudad B,ordenador,Sí
904,905,3,353.92914433443633,13,2001-11-18 12:27:39.148023,Ciudad B,tablet,No
905,906,5,371.27440978880014,19,2005-11-17 12:27:39.148023,Ciudad A,ordenador,Sí
906,907,4,305.7911354719801,18,1985-11-22 12:27:39.148023,Ciudad A,tablet,Sí
907,908,6,355.4899784088751,34,1995-11-20 12:27:39.148023,Ciudad B,móvil,No
908,909,3,305.56731924118964,28,2004-11-17 12:27:39.148023,Ciudad B,tablet,Sí
909,910,7,290.4520407361531,32,1973-11-25 12:27:39.148023,Ciudad B,tablet,Sí
910,911,5,268.7873656113172,41,1955-11-30 12:27:39.148023,Ciudad C,tablet,No
911,912,6,235.25388645626623,31,2000-11-18 12:27:39.148023,Ciudad B,ordenador,Sí
912,913,31,392.28240997201834,3,1995-11-20 12:27:39.148023,Ciudad B,tablet,No
913,914,3,380.8971596060485,12,1967-11-27 12:27:39.148023,Ciudad A,tablet,Sí
914,915,8,323.69855858988166,9,1960-11-28 12:27:39.148023,Ciudad B,móvil,No
915,916,6,305.7484708265928,30,1999-11-19 12:27:39.148023,Ciudad A,ordenador,Sí
916,917,4,327.74569627006605,44,2005-11-17 12:27:39.148023,Ciudad A,tablet,No
917,918,6,281.31605567101394,14,1999-11-19 12:27:39.148023,Ciudad A,ordenador,No
918,919,3,278.2734276993129,36,1969-11-26 12:27:39.148023,Ciudad B,ordenador,No
919,920,5,360.2782462216893,41,1988-11-21 12:27:39.148023,Ciudad B,móvil,No
920,921,7,194.38936707583687,1,1981-11-23 12:27:39.148023,Ciudad B,ordenador,No
921,922,4,278.5432848659496,41,1984-11-22 12:27:39.148023,Ciudad A,móvil,Sí
922,923,8,225.2070760411372,4,1991-11-21 12:27:39.148023,Ciudad B,tablet,Sí
923,924,6,359.4850634959546,28,1955-11-30 12:27:39.148023,Ciudad B,móvil,No
924,925,3,140.45168124748236,15,1996-11-19 12:27:39.148023,Ciudad B,móvil,No
925,926,4,320.17744132793155,10,1971-11-26 12:27:39.148023,Ciudad A,tablet,No
926,927,6,260.3401647196862,21,2000-11-18 12:27:39.148023,Ciudad A,móvil,Sí
927,928,8,267.87955677040753,26,1963-11-28 12:27:39.148023,Ciudad A,móvil,No
928,929,10,377.0770928417188,33,1988-11-21 12:27:39.148023,Ciudad A,móvil,Sí
929,930,5,317.1823893487197,34,1961-11-28 12:27:39.148023,Ciudad A,ordenador,Sí
930,931,44,309.8986609952298,11,1989-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
931,932,3,372.17086000128023,35,1959-11-29 12:27:39.148023,Ciudad B,móvil,No
932,933,6,259.93810688397946,47,1958-11-29 12:27:39.148023,Ciudad B,ordenador,Sí
933,934,4,286.15091950125014,17,1994-11-20 12:27:39.148023,Ciudad B,tablet,No
934,935,6,298.07897622728666,6,1963-11-28 12:27:39.148023,Ciudad B,tablet,No
935,936,2,133.32126297949645,16,1971-11-26 12:27:39.148023,Ciudad B,móvil,No
936,937,5,341.4363233127912,0,1963-11-28 12:27:39.148023,Ciudad A,tablet,No
937,938,6,330.1336463920683,8,1966-11-27 12:27:39.148023,Ciudad B,móvil,Sí
938,939,6,274.17301528746293,16,1961-11-28 12:27:39.148023,Ciudad A,móvil,Sí
939,940,9,333.7267548889026,8,2000-11-18 12:27:39.148023,Ciudad B,tablet,Sí
940,941,5,386.11739933754245,12,1969-11-26 12:27:39.148023,Ciudad A,ordenador,No
941,942,4,238.5105772941105,41,1987-11-22 12:27:39.148023,Ciudad B,ordenador,No
942,943,7,360.52077284671003,34,1955-11-30 12:27:39.148023,Ciudad B,tablet,No
943,944,3,298.9178229564061,41,1965-11-27 12:27:39.148023,Ciudad B,móvil,No
944,945,2,305.9796024888867,20,1989-11-21 12:27:39.148023,Ciudad B,móvil,Sí
945,946,8,322.43825523652004,43,1970-11-26 12:27:39.148023,Ciudad A,ordenador,Sí
946,947,3,408.2578602249668,22,1969-11-26 12:27:39.148023,Ciudad B,móvil,Sí
947,948,10,286.09178527344227,37,1985-11-22 12:27:39.148023,Ciudad B,tablet,No
948,949,5,374.6870442293306,14,2005-11-17 12:27:39.148023,Ciudad A,tablet,No
949,950,5,350.66273818538576,38,1964-11-27 12:27:39.148023,Ciudad B,móvil,Sí
950,951,4,236.95429065839429,32,1986-11-22 12:27:39.148023,Ciudad C,ordenador,Sí
951,952,6,367.5784551927154,22,1994-11-20 12:27:39.148023,Ciudad A,móvil,No
952,953,3,400.9591451933221,13,1958-11-29 12:27:39.148023,Ciudad A,ordenador,No
953,954,5,219.3657203030402,39,1970-11-26 12:27:39.148023,Ciudad B,tablet,Sí
954,955,4,290.86990860907594,12,1977-11-24 12:27:39.148023,Ciudad B,ordenador,Sí
955,956,2,136.90312476542502,47,1999-11-19 12:27:39.148023,Ciudad B,tablet,Sí
956,957,5,286.4552650401842,2,1973-11-25 12:27:39.148023,Ciudad B,tablet,Sí
957,958,0,282.19408208658723,47,1958-11-29 12:27:39.148023,Ciudad B,móvil,Sí
958,959,2,292.2092248029734,24,1989-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
959,960,7,311.27368831520926,26,1959-11-29 12:27:39.148023,Ciudad B,ordenador,No
960,961,1,330.7970839255534,22,1978-11-24 12:27:39.148023,Ciudad A,ordenador,No
961,962,4,354.90902897206433,2,1974-11-25 12:27:39.148023,Ciudad A,ordenador,No
962,963,4,202.69927614889954,30,1968-11-26 12:27:39.148023,Ciudad A,móvil,No
963,964,5,326.00465503700343,41,1980-11-23 12:27:39.148023,Ciudad A,móvil,No
964,965,4,302.4875614718992,36,1970-11-26 12:27:39.148023,Ciudad A,tablet,No
965,966,8,267.97442205518513,40,1915-12-10 12:27:39.148023,Ciudad A,tablet,No
966,967,7,257.77015365069656,12,1969-11-26 12:27:39.148023,Ciudad B,tablet,No
967,968,6,319.9310491429087,9,1970-11-26 12:27:39.148023,Ciudad B,ordenador,Sí
968,969,1,304.5893333640867,43,1962-11-28 12:27:39.148023,Ciudad B,móvil,Sí
969,970,2,360.6653786870421,24,1992-11-20 12:27:39.148023,Ciudad B,móvil,Sí
970,971,8,179.47177857880104,23,1993-11-20 12:27:39.148023,Ciudad B,tablet,No
971,972,3,256.38320452142386,33,1958-11-29 12:27:39.148023,Ciudad B,ordenador,No
972,973,6,321.3892459171231,28,1971-11-26 12:27:39.148023,Ciudad B,ordenador,Sí
973,974,7,308.77568265934457,33,1959-11-29 12:27:39.148023,Ciudad A,tablet,Sí
974,975,6,201.08496134981434,42,1963-11-28 12:27:39.148023,Ciudad A,móvil,Sí
975,976,6,382.25723020895197,20,1975-11-25 12:27:39.148023,Ciudad B,móvil,No
976,977,2,261.85508098135824,6,2001-11-18 12:27:39.148023,Ciudad A,ordenador,No
977,978,6,277.7918307957145,38,2003-11-18 12:27:39.148023,Ciudad B,ordenador,Sí
978,979,4,288.93045067775046,48,1999-11-19 12:27:39.148023,Ciudad A,tablet,Sí
979,980,3,299.77531119098995,5,1985-11-22 12:27:39.148023,Ciudad A,ordenador,Sí
980,981,2,329.66354854684323,36,1991-11-21 12:27:39.148023,Ciudad B,tablet,No
981,982,5,393.12398908807245,18,1967-11-27 12:27:39.148023,Ciudad A,ordenador,No
982,983,0,324.71268631594006,37,1972-11-25 12:27:39.148023,Ciudad B,ordenador,No
983,984,4,410.8553568863195,30,1955-11-30 12:27:39.148023,Ciudad A,ordenador,No
984,985,5,335.2194104032551,28,1980-11-23 12:27:39.148023,Ciudad A,tablet,No
985,986,4,349.84221635274406,9,1979-11-24 12:27:39.148023,Ciudad A,tablet,Sí
986,987,8,308.99847302287543,16,1999-11-19 12:27:39.148023,Ciudad B,tablet,No
987,988,6,275.8092205989387,24,1959-11-29 12:27:39.148023,Ciudad B,ordenador,Sí
988,989,3,292.8949777599604,20,1996-11-19 12:27:39.148023,Ciudad C,tablet,Sí
989,990,4,330.52367859829576,9,1960-11-28 12:27:39.148023,Ciudad A,tablet,Sí
990,991,4,382.64681259288466,24,1995-11-20 12:27:39.148023,Ciudad A,tablet,No
991,992,2,280.43942655153575,19,1975-11-25 12:27:39.148023,Ciudad A,tablet,No
992,993,2,318.8666317042244,13,1968-11-26 12:27:39.148023,Ciudad B,tablet,No
993,994,7,300.3959863524588,28,1985-11-22 12:27:39.148023,Ciudad A,ordenador,No
994,995,5,156.36461478569538,6,2000-11-18 12:27:39.148023,Ciudad A,móvil,Sí
995,996,3,317.2269632279683,27,1961-11-28 12:27:39.148023,Ciudad B,tablet,No
996,997,7,198.33948557282474,48,1962-11-28 12:27:39.148023,Ciudad A,tablet,Sí
997,998,7,333.2153940264979,16,1967-11-27 12:27:39.148023,Ciudad A,tablet,No
998,999,7,245.18546864697242,31,1982-11-23 12:27:39.148023,Ciudad B,tablet,No
999,1000,3,384.77826634639615,34,1974-11-25 12:27:39.148023,Ciudad B,tablet,Sí
1000,1001,6,266.5331244733899,35,1981-11-23 12:27:39.148023,Ciudad A,tablet,No
1001,1002,3,290.5202706116056,30,2005-11-17 12:27:39.148023,Ciudad A,ordenador,Sí
1002,1003,6,346.80422394827116,9,2000-11-18 12:27:39.148023,Ciudad B,ordenador,No
1003,1004,1,351.30800183600996,24,1985-11-22 12:27:39.148023,Ciudad C,móvil,Sí
1004,1005,4,299.6413198231197,19,1959-11-29 12:27:39.148023,Ciudad B,móvil,No
1005,1006,3,311.0979088702156,43,1990-11-21 12:27:39.148023,Ciudad A,móvil,Sí
1006,1007,10,257.2919306505653,16,1982-11-23 12:27:39.148023,Ciudad B,ordenador,Sí
1007,1008,3,308.08142390024204,0,1988-11-21 12:27:39.148023,Ciudad B,ordenador,Sí
1008,1009,4,235.17907290313047,8,1966-11-27 12:27:39.148023,Ciudad B,móvil,Sí
1009,1010,4,343.52152485313695,20,1993-11-20 12:27:39.148023,Ciudad A,tablet,Sí
