,gasto_alimentacion,gasto_tecnologia,gasto_moda,frecuencia_compra,promociones_utilizadas,distancia_a_hipermercados,ingreso_cliente
292,840.3405045936925,872.9342299792593,205.2444338288201,3.0,1,43.9701406122184,597.1760479496226
293,424.1715772701366,1049.7242052490353,437.4294713344843,3.0,7,53.62815672712219,207.3457692080688
294,214.3544613866963,1210.8507137081701,54.129349370315616,5.0,9,65.53827823160428,324.47547526960597
295,570.0189340493239,340.21785415497465,55.74802448691899,10.0,9,58.316154598715805,493.61890362008984
296,792.9941977887497,292.8497442756511,214.30160682639334,2.0,9,34.14222643320022,151.29554691275854
297,294.2389247471589,201.62336848488036,77.54102187561585,5.0,4,47.08253298723899,385.2938336848697
298,660.6014282371002,972.8238618382732,131.01931559801852,3.0,9,53.55816335276996,373.7380680503068
299,176.8127184943912,1074.3898034060066,304.14548700406374,4.0,1,55.527838562219294,532.3346100012592
300,146.51354905174693,95.79990999718095,651.9392596848596,6.0,4,71.21476442569131,205.88581975915992
301,578.2191684113332,1407.5077570533501,479.03648252697565,3.0,7,43.60211109010467,441.136816668396
302,586.5716094490958,125.35836129463499,434.5007944673123,4.0,5,50.67762934848969,412.936708510977
303,673.6869113483859,834.8796861865521,270.1166174060912,4.0,2,39.13115296105056,514.6274902143059
304,753.4822003503954,1078.1377532038289,748.8152895746123,5.0,7,91.49601399066778,711.9799416447026
305,978.2668715162812,1312.9052294318242,,8.0,8,68.68680973948167,817.7565760741887
306,564.6703134710758,1085.4260515920203,115.31957509682861,5.0,4,53.94693968450124,698.974318158634
307,390.6608256471214,1212.5057204511982,512.7998870883509,6.0,1,71.5134216970633,574.2461581947322
308,815.6675752918333,542.2027791870688,135.37879510745105,3.0,1,59.409009999136465,471.2129540732382
309,343.74902613586676,1231.4964149324428,308.9173571012691,4.0,6,57.719292243586736,394.30262423657024
310,495.0742786350725,166.16652725777897,430.55895403835666,5.0,0,47.24459253894575,535.4288150894336
311,170.61074320803937,1347.4841512877651,705.6668935138819,6.0,9,74.28234645975371,347.38698438310183
312,122.81566907391176,844.0089454229176,420.159935255089,7.0,1,43.90465660871904,406.90177932861815
313,966.3835732101326,1235.0817664456158,576.6940745237482,5.0,9,77.47027237403955,612.4206034023836
314,852.3821084609853,705.8615125515352,794.6126292493028,,3,79.48363710067872,449.7008731815262
315,726.3767854843281,983.1876580349613,148.61683992348622,6.0,0,42.19867345729304,682.3425470646225
316,468.0576499728429,813.2838583573641,256.04864413963963,4.0,3,39.25323658372103,369.3980395411633
317,255.9648880637612,1110.8048065452313,345.9320566982348,2.0,9,36.73984587965934,175.93250918307234
318,240.79333840397743,168.3634739443549,366.37113390412355,,4,54.165346626120424,114.86205680506225
319,325.21860834813583,137.5105217863175,358.2658064491593,2.0,8,49.88517430379894,1.474692803150809
320,594.3039982355084,408.29968931471234,730.7082519174162,3.0,0,73.74638779717759,400.15066436655445
321,743.1363304300561,281.3397861641231,585.5244833501423,,4,81.967888835165,356.84356329821173
322,694.1776390459581,1314.0861715586925,505.9289105680278,,1,61.48557036467435,877.0444355596246
323,351.94050725134855,367.86028166916424,282.0295383970865,5.0,8,39.29747264828807,282.49814855922557
324,959.3787525968747,1465.0046209377404,667.842788165971,5.0,5,78.61622878453286,716.9883361193633
325,764.1072250261917,538.498898068105,766.2953836137417,7.0,1,49.069815606291655,830.3445248334065
326,598.9186472602606,314.070977748614,665.8987119126699,9.0,2,71.11523203598664,601.8083018253568
327,650.548671610917,1195.0628353565946,51.17382889360468,7.0,7,74.66446372577879,427.30469094392237
328,477.6400561850109,1005.1262744762704,527.3010276375553,6.0,0,54.77193805721214,563.4148558629322
329,322.9578905510417,772.3837888570515,88.35153608157555,6.0,2,45.70257640069276,392.6585993334961
330,420.37541078613543,855.2771488595653,243.2054152502914,9.0,9,28.771071963102315,370.1992711211549
331,782.0614994179322,1092.8425784947826,94.64352526082877,2.0,0,47.662719417778554,764.7667098400436
332,112.95413976678029,381.25937493038316,502.8465897120408,3.0,7,104.49804642397964,-54.599302872327684
333,204.46537645622462,1494.6841782822758,564.9424351194551,9.0,0,82.003761551856,960.5135824449594
334,141.40237781957748,1463.4500851128355,135.86572854942884,3.0,4,43.86220690879025,376.18441831265574
335,136.65592208707312,992.9722452030585,337.8791622837346,8.0,3,71.81410645271099,605.8391885868981
336,869.9145256099065,339.33655384726046,392.1773817166565,5.0,6,32.5764739048159,347.4864353530432
337,733.2920734420213,1036.3309515253723,326.7897663206874,4.0,4,54.539431597570186,572.478061459218
338,526.7564461785927,154.68769301980495,140.76875036389478,9.0,7,50.64912787092937,351.6494919868584
339,188.05074458590133,94.44612819841879,364.2108426406066,2.0,0,47.52975319089583,304.00215148235947
340,542.4542876051491,423.64018834125983,613.3835358563136,,4,87.10637210593268,539.3540253208514
341,526.1245937025092,720.8032872720087,103.25574839994161,10.0,3,38.180205917246994,708.8374167185565
342,255.88168291901366,1308.9951328421519,110.13501056142758,5.0,2,53.12622633872329,532.6406219648494
343,490.4664843141757,1104.3951511611467,316.07846887698815,4.0,4,51.85658322764516,522.8992123568643
344,458.6542609576361,1126.9244557399725,756.2942837141937,7.0,9,61.934810053294306,556.7715406124835
345,654.2650882469948,666.9653349497092,551.4294850421855,3.0,2,104.24993370625975,577.2301792816204
346,671.5842857808794,551.6057391930963,559.0024675044235,6.0,7,72.2724410495754,557.2812728443553
347,140.77360879484007,588.0062063276739,321.4399931283987,3.0,2,48.61349627805292,279.0932301489151
348,437.15135316382407,1482.0918674172838,495.2455934064038,3.0,0,39.72322824704258,579.3658902777499
349,663.2739241428127,108.1583275480996,57.59838802080753,4.0,8,48.36659548883618,267.5356603406921
350,552.8226327220789,1307.1956693775505,527.0720348071566,1.0,8,110.02131910228476,274.364552284106
351,870.8408570694901,889.0793424299704,734.9652106821776,2.0,5,71.20932210042622,473.9390409037114
352,692.8242684570505,685.9923578249062,509.4301012586144,4.0,9,82.78052914520464,379.0203846130669
353,246.64098437328673,1101.623607601948,705.2739450997587,5.0,0,89.25821597990269,712.4001085498872
354,163.51187266038687,755.6699650658192,592.9797915995704,8.0,7,72.27896533289857,475.5703481620655
355,678.177350385684,1316.4636952184078,140.4188123027677,7.0,1,45.904096977162,742.0680308022748
356,123.86017948745963,1356.0177028163248,726.8399804643813,7.0,8,82.0839582183926,670.746626842386
357,627.198023146117,661.4953439665104,99.83288326683116,2.0,7,47.587416311156,373.47594521816154
358,946.2072172824618,451.4003059908248,,6.0,2,46.68154927213736,557.3894510987359
359,617.9267600882911,908.9079764603753,156.60284284509325,8.0,4,59.39889894259463,571.642749910635
360,449.3529335858697,1372.926851144202,58.779958048178045,6.0,8,49.3057691308695,396.6678979235117
361,678.9593965981179,355.4601740582165,366.52569509572925,4.0,0,62.1323983826474,596.2875124721327
362,512.4276014423649,953.30154616705,271.2805307406172,4.0,8,49.08073311756878,515.0309619125312
363,591.0551103843414,965.7623191341548,414.50037034820224,4.0,3,36.8280444164731,471.2917072598319
364,947.3183278988727,1113.0138825021575,482.8999150509131,1.0,3,15.742046471663478,532.0151021667419
365,447.49237402069684,240.7731434345267,82.80430423171052,,3,31.6185155314731,325.42218528969346
366,965.0715074415228,1087.9461987890284,142.25247134280923,8.0,9,33.34039533735738,821.3552156128392
367,914.8155777604574,1368.0971549651795,468.981797337819,7.0,8,52.66537930827897,787.4451182426034
368,276.2120213103668,310.54050786185087,307.37551487949366,7.0,5,40.286673067858615,293.2457030630436
369,162.4251707876489,394.4378211396226,596.880115662086,6.0,7,45.38802935903762,67.06901593519257
370,190.700201239684,1458.5228863603775,539.2187364439548,6.0,3,73.03641467287594,716.5952170645329
371,116.39964308639475,312.41658142876014,,4.0,2,58.772578993037186,248.57505581447074
372,184.99866468033554,1288.8583853858897,569.369620001919,3.0,0,81.94648706885948,604.4814554025631
373,714.7060960747211,763.8028918496505,372.4483080426111,6.0,9,54.38268647266829,463.78627168164905
374,164.06978361420607,408.4850578846067,554.7249667958242,3.0,6,83.16129423274771,-27.039159931639603
375,387.0780672643852,1312.5873568451416,256.5358806915639,10.0,3,24.417194727058927,733.6168064367976
376,860.3877798725091,695.692619753865,279.7351240836595,5.0,7,50.454091263798816,429.81390159228374
377,120.94474216224327,796.4851631980508,641.738869940595,6.0,2,73.1789639989791,432.1753433572098
378,833.0216343300422,570.8883856296602,384.8146373011866,,0,37.78355720222204,714.1824596436018
379,353.66929729605994,909.7787345806448,648.7852553887644,,4,42.93853856195324,473.07320625895534
380,206.34834485949062,287.10961524828303,666.8167802512088,6.0,1,73.36972618293862,634.9440982833327
381,727.0634488277356,617.068228145053,693.1717532459628,5.0,2,90.96174080634307,648.0712032895743
382,666.0485621018956,1455.6478673861668,737.4764268809055,3.0,5,36.2736359613709,713.8018913678801
383,889.7248121743477,424.2934774166349,373.2389153849722,2.0,2,41.674791270960036,381.41835211999904
384,761.5639394234972,1002.2681635848737,289.1501137408541,3.0,2,51.31535112986163,664.3591672694768
385,823.1328373463638,521.5255931258075,486.6490599455854,2.0,5,61.24919994193631,311.7900667746363
386,353.8311153141758,1171.536032245571,328.3793175782207,8.0,4,46.87628485818682,561.5927926536269
387,259.69558940175057,239.76680804160725,500.8056251001747,7.0,9,103.96504422046175,160.01492511774052
388,775.5532764767725,1456.24051536389,579.1893969828685,4.0,8,48.07040191079674,277.6374998597498
389,826.1512653405376,707.994835006277,566.3037638691027,3.0,0,44.74593117541578,681.4829852843427
390,991.454627800606,392.27317185237274,330.914665265091,3.0,2,60.17715049723689,369.9629856031646
391,471.3559092202838,156.57028362851835,175.14515127406463,6.0,2,26.503757479732293,571.049868080567
392,434.81627721350486,296.14896237693404,372.89700384665565,5.0,5,54.615323363006496,309.54232579204967
393,798.7716646677972,803.6722254062256,156.94560806143156,1.0,7,47.05467561506188,100.57403047425151
394,406.72318622771604,538.6546058253651,717.5727763878563,,2,61.48499096340004,529.7321383681259
395,937.6815930432083,1251.8808805297838,309.4080955533931,9.0,2,45.73332791531128,971.6849578056916
396,872.5714766587106,674.7869093096186,165.84481041749285,4.0,5,37.10928106370561,275.31755864689774
397,486.0946246375165,410.6356952520634,69.08581992931316,7.0,7,46.81665944583724,433.8586091300353
398,775.7839610123476,944.8602305758436,534.3667897148632,3.0,5,75.26129001532287,323.5106845844143
399,779.0885866762142,1074.8269644838965,527.6767380910574,7.0,9,68.75667035330795,507.56200952229705
400,192.81148195233936,292.2107664563773,305.45312493596873,5.0,2,44.150637178187296,356.7029439080632
401,912.29761601161,293.0478636180606,103.78391663573825,6.0,3,52.54136995040549,599.4383182079887
402,554.7271352030714,103.17356905363731,357.221671171424,,0,66.5957179579483,702.547001114885
403,843.8117194969675,1117.7829218451786,283.4131212975452,2.0,7,47.337965980176044,264.38681099657174
404,388.0446409275506,1012.5165650516174,557.8404798012571,4.0,3,87.29985757506327,453.8554739674969
405,905.9709056465804,738.2147698372302,,9.0,5,60.50734502991985,879.1676195687844
406,450.2815108607468,1274.0471510053358,323.44529614815497,4.0,2,36.65918699175127,531.4172164724935
407,109.75388633226852,1218.2217217775772,213.41941569124256,4.0,5,54.53315387314024,377.33989694476645
408,914.8437787773373,898.7638283752906,791.0269746166939,3.0,8,71.49698184624975,459.5525226143356
409,182.1580091075202,1308.993356744225,390.5012158970861,4.0,8,61.29497341643083,445.61991079992555
410,387.38227383137337,348.469754553314,,4.0,9,94.88135273540641,125.93828132603048
411,955.0557703457245,212.28344812670542,155.4147256837706,6.0,2,58.390848424274864,445.52000042713195
412,955.5464322438005,441.13693669963493,414.19227474454834,7.0,2,58.17358330400184,609.523355473932
413,616.0940993109575,132.77594132950654,70.65253990209911,,3,15.746369144070258,297.33307004775065
414,668.6534909528193,820.1958156014964,429.09133843283746,6.0,6,54.44522499567029,370.59026961642314
415,503.6009697804878,1408.0782538276942,773.0130553382768,8.0,2,87.94319744197507,795.5558487267657
416,363.8896945282581,107.04813396933899,338.1550347393502,7.0,9,37.28217397838257,251.93367792370006
417,395.79809083292434,227.05937531453887,,3.0,7,50.08772511589786,35.41679279156267
418,705.2666104693345,705.6885910109811,73.21684318950764,4.0,7,39.57271785657763,382.7247104372807
419,777.137076493912,1404.118775415462,340.99006996015214,6.0,5,60.27510594800878,770.5050612621096
420,812.4211393532637,508.42635221628825,170.01870234739553,8.0,3,40.44001934923502,717.9043424792438
421,810.6563285150985,785.490472598169,67.51407224613943,3.0,4,42.07137893063353,282.2959042935546
422,182.08549274382133,110.28064562306854,617.1602104626327,,1,68.03924750915976,316.3160167509861
423,544.9782742323233,265.09764139502886,393.892256661418,3.0,5,72.49410221900274,271.6464668987196
424,151.80288401497984,1480.613678290328,266.9335789794909,8.0,2,60.04672270076196,670.2639469392594
425,594.575994091362,1449.422109832266,725.0623872623605,1.0,5,99.18905788370827,472.094560205735
426,497.3774512360393,57.162972354893945,137.1042201503942,3.0,4,31.86880144519759,232.09870943139072
427,898.9337644824698,1430.1270888636966,766.9391217164894,7.0,1,55.9605788074115,943.3119356028325
428,415.82351129687083,976.7239098324756,,,4,63.38579643717697,378.2121713575259
429,205.3603147848453,1308.481527054032,716.3027542315109,9.0,4,48.59758277659989,722.2725800393979
430,228.69251384755228,709.3727906690957,502.2071573595962,5.0,8,64.924737437255,457.3961207914857
431,785.359568545725,797.6142414399128,670.0305198061156,4.0,7,105.83012010941785,412.90306793074245
432,656.396256984635,758.8275413725343,788.0098724078482,5.0,6,60.548029045429644,602.2159184282827
433,191.01040851051124,1016.9531734418513,266.3040783640593,7.0,2,31.79002547284775,581.2098671346916
434,175.69612550349768,252.4943193966537,770.8516140556948,3.0,9,75.71211756564493,-19.78003459768631
435,730.872218313208,93.46170531538303,342.11142117681527,6.0,3,32.20257025838757,452.50547885278246
436,165.48670572777417,496.4984153072268,339.1339285526917,7.0,5,62.37250072972916,381.17205026423665
437,839.6740533613206,1071.7871059681377,305.2903281908793,4.0,2,41.05141250510306,702.3098166490022
438,735.6180044408466,342.68750557827514,456.0557055106889,,8,39.0476097108808,532.8330178809108
439,173.2139025777098,1026.47702832113,165.60878238386533,4.0,7,50.29382352664002,269.2869152773528
440,176.35394267667272,1456.3724668555421,465.2836140185084,3.0,5,45.95562147524544,267.62311444680546
441,987.9756206510579,186.15603789465666,456.278609307503,4.0,3,52.5234919368082,323.79401457718063
442,436.8437161805083,1025.273071426433,621.4263594536525,2.0,6,82.8225667410405,276.07190815197777
443,433.5779323602018,693.4378179916282,675.2374714531892,7.0,2,71.74068384784658,513.4759004533763
444,831.5196105317523,1308.8062688473829,380.33101273431805,6.0,9,38.385513900139685,635.0408679563604
445,952.5237196454729,306.86719469870957,276.7499370136203,7.0,7,57.30508285064765,571.3311208853873
446,987.4009574405839,1054.3076307279384,244.50117298782087,5.0,0,43.06590181897672,766.9343874457762
447,778.0403667330474,1265.2671699897599,195.96787752865396,4.0,2,41.30911025494298,711.800975560692
448,438.6336269778242,1419.6906182373336,93.23568664926867,5.0,4,51.426606151560506,561.327715182661
449,175.15064502880188,1040.7096410199865,306.835984126035,4.0,4,30.713375807443285,558.1280996620769
450,799.4322243346932,770.9034078122196,,7.0,9,53.90876033147053,561.891420408164
451,602.5638247622246,945.87849829176,774.8130393998055,5.0,1,77.93643005826284,756.987858641827
452,481.79980832227864,1309.9122274941415,468.28161968753295,6.0,9,61.2181964027302,338.5378088822413
453,915.7189465852624,877.3841326263031,310.45777927288066,5.0,7,44.99607860415607,404.1147437052035
454,200.07773407553623,94.06123656041345,485.350700745272,2.0,4,63.24831532022267,155.25448021971806
455,543.3625938617732,1399.8756084851177,154.39752600927164,4.0,6,55.29642900501876,323.5013016358496
456,110.21828029067716,1049.8137889957636,383.03281190165217,4.0,6,49.73210825556761,238.88393878901087
457,521.7945777947136,1030.9444093770076,519.6757410657979,6.0,4,102.25043888259057,712.6360906292342
458,150.6729481136536,362.7289709766899,416.6733738443385,11.0,7,50.95212730846784,434.8294360433217
459,206.9361246412647,1005.383931837353,351.3341004907432,6.0,8,44.81632672372349,237.31776318021326
460,205.7736220993944,621.1033881985298,795.3862916747736,8.0,3,76.85759989607237,642.2457245675831
461,684.2892719044572,994.2878167101635,710.2360716116953,5.0,3,66.91546249329025,842.521176678624
462,771.440391338881,204.55989394658656,517.5544686195801,3.0,7,80.6047002089204,183.23502736668587
463,625.0318885874436,1003.8756916744022,477.03302088671205,5.0,0,63.206872819975054,808.3905868140683
464,965.9552936270877,1499.1499023674664,515.4953598684381,1.0,3,74.87993951266111,507.84860789200957
465,437.38352157133363,119.90745634780625,200.98408086682494,8.0,5,50.90139660073328,414.0481777169426
466,357.14087765367464,1466.9025671209101,346.353307448239,6.0,3,57.97831194529287,638.2448134949937
467,881.7392153705142,640.0165430481624,79.5946496681745,4.0,5,61.87240024108131,372.28636417940754
468,301.2362546675074,1312.5925029890257,406.65952811512,,4,45.47364734784176,711.0948609643832
469,966.9002854965502,1184.4589518844966,457.2684379682474,1.0,8,51.7233600620363,228.7166287702786
470,110.9390272208347,872.1735784306683,220.8123020774072,,9,58.02262307446749,329.30241507603273
471,972.8909440368751,1120.7513534144234,773.0216353741353,3.0,8,79.94928384115556,610.7361752506536
472,138.8439207555185,1323.8475638869545,732.0909582029315,9.0,3,47.06865846347053,818.8481317487599
473,902.028802328264,636.0034663939978,591.6074265919294,4.0,3,89.74090439867132,616.0915827150375
474,574.9309981776698,524.1980842666961,450.03997157402193,2.0,7,55.22881314713736,370.8528527841761
475,993.6683165073703,1018.0104090671979,702.4768697357637,4.0,9,83.9092311031021,479.98852703115847
476,166.41690826185896,1221.3766158148248,,6.0,3,38.0784927234664,366.52670656661
477,598.4688559611886,1155.3134454260928,642.8823457061637,2.0,1,77.2858490205326,558.4122690013868
478,972.3722820571891,1206.82979084502,143.61561047513624,1.0,1,58.43345233404629,554.8629727782053
479,570.7880597531339,681.5958064787528,645.657996912054,7.0,0,61.791290926451964,510.5393218089101
480,666.4587743217363,1235.8596134537813,256.8256761885177,7.0,4,43.79455450155616,590.2819965552902
481,726.1738200861555,224.30313028738223,707.8179357636417,6.0,5,87.90718681601395,358.2319620279919
482,509.0869582909959,839.5091920432318,758.0315703690484,8.0,8,64.99346062844006,474.9777903815651
483,664.8022720756571,58.350057722276276,161.59697705383672,7.0,4,47.9149112245446,422.1529644626668
484,625.8828807307902,520.6494533553919,397.0067037990451,5.0,5,39.65381340892755,400.30802914978074
485,911.0422094418901,581.3692255635269,785.7405336220138,6.0,5,102.29907850978748,540.2800884471347
486,140.90174230731208,624.4504028334203,412.55557697985995,6.0,2,55.20622765168559,323.0223068334965
487,352.8668706330073,1058.4274497003003,697.6606418859088,7.0,3,71.1690753494075,685.0567861944608
488,955.3703356689028,613.4092468420013,491.5486415984899,6.0,0,45.576248094677965,770.1050003511882
489,901.2374055018247,700.6057528026695,331.4974309397014,3.0,3,37.71635376852613,518.3092651707556
490,510.0910775071416,394.43898976777484,264.33766664440265,3.0,0,48.89899908771924,586.2500098035607
491,658.1193380213831,591.2150978625431,202.41731831456545,1.0,4,56.65058081190046,282.2079581643587
492,349.6430646830194,379.5409595315696,621.3486435332729,5.0,7,62.85278854084899,246.27019843649714
493,269.30904375138516,156.1340894642433,339.9053801172709,3.0,7,51.055411212963826,75.42946978787415
494,517.328564445984,925.000460402998,433.45659665056337,9.0,4,46.32618225350979,723.4262431974096
495,418.01700522344754,1018.9085579047736,419.24411000088645,8.0,9,63.801159295754985,562.690558969214
496,625.2905006657849,948.261001713941,482.95927192484845,4.0,1,43.63301236024469,591.0632350507444
497,169.96117326848633,722.0663635108299,,2.0,5,86.65733811655247,21.027820552974674
498,976.9553268995498,600.6893812598832,785.554507687572,3.0,0,95.9103389391505,598.1051127656762
499,987.5896700316426,1301.8337918791467,355.6881564303627,2.0,6,46.22869396222431,512.3617925647037
500,728.3455426177707,802.6685884475162,670.6391915797273,4.0,3,66.17133828524634,686.521456197972
501,582.4867297097084,744.8137225631099,623.3958459910382,4.0,4,88.84053477786941,387.4587834299996
502,378.57485465769497,87.18099541933174,480.14671359167994,5.0,5,32.18776085598158,115.49724077827997
503,832.4155177362538,544.8093500579267,767.0353577089498,8.0,0,81.45891958653978,841.827781759429
504,716.2580552984914,601.2836472394928,200.35588664630208,6.0,8,34.24678207162518,501.7934268529475
505,246.35524541040218,628.2930323005057,131.94815773221606,3.0,9,62.224116651663294,53.417701716203844
506,919.8344660444582,891.2499353796318,690.4714752165667,5.0,3,71.21855483312497,921.552423114665
507,840.2835186308521,823.7236927539738,379.3623624753112,6.0,7,49.0922190925773,759.5158369865453
508,954.8199219627317,931.4623845504947,685.2266406552953,3.0,4,64.1362618596348,564.0138461095561
509,753.147557549524,1159.080729236086,719.8176538965612,8.0,7,51.25939105091682,738.4134941850524
510,652.0736763422109,1228.8293211383354,96.84319521430358,8.0,0,62.6586043763205,987.9454340726252
511,476.418732661557,1091.2784605284169,712.5985722395455,5.0,7,72.4341373746106,463.457696415092
512,939.4556350186119,1435.5093591346554,386.23929152706665,4.0,3,82.08768606708028,637.1536397598696
513,879.4575005503675,76.43724488072436,432.82436675317416,2.0,1,41.89818196940432,481.3003264400987
514,140.69680309557046,333.87807924114185,519.9443833199077,6.0,5,65.29958810126102,357.4203793524199
515,123.73027704752681,60.96616871830607,744.7869550475651,5.0,1,61.54133827995041,263.05653116109454
516,438.8170301902446,988.8383355241743,64.33707082232303,6.0,4,48.23839440795313,543.7629002691165
517,829.4979977036496,1352.144295977481,407.63260123836284,7.0,1,65.75217907784426,864.0354667695996
518,988.54851638345,403.04933003563394,565.7915318229205,3.0,2,90.15206005160528,485.2440049702172
519,235.37520199317535,1394.2000899546447,592.0302182736714,9.0,5,52.431692496231015,630.0716375828645
520,634.7176438169216,137.38771591986324,569.399323652831,,0,93.06180113695778,386.9730798565871
521,442.80177096791937,1404.9322388679957,150.82634705609138,0.0,5,56.827912861211274,252.32387708063536
522,972.9229580331429,559.8528964974698,274.54669127876093,,2,54.81387826651823,699.7727935131859
523,857.9070308221378,197.06020125136394,319.0366440627601,4.0,6,43.15759166559572,430.67157610968775
524,854.495834240024,754.5140508201722,653.3279057596287,6.0,1,65.85134552058877,765.7409879550942
525,521.8238438154733,422.32602319473654,259.0699043109148,4.0,5,51.37067233225601,341.7878081523134
526,473.33755210389864,463.0657078447881,208.02872290040239,5.0,7,44.46837337971723,241.2995726734198
527,346.0663647376356,495.5704491431155,768.0860142785722,2.0,0,94.68947976133701,497.17820212925784
528,150.7379469858344,1214.387551857362,56.647463835101675,5.0,8,44.04044323874341,218.91070875285624
529,878.2501386295479,831.783851179119,798.3656417614836,4.0,4,45.798534407575715,428.46917582002374
530,831.6109082170698,501.3961637762053,557.6159741430467,,4,55.47814584955679,328.42575457425795
531,999.7459059575175,934.9839858008316,671.3519745868379,5.0,4,56.43054940762701,787.4821575493926
532,996.9731533665148,1088.4184776236307,270.96454725964486,3.0,5,47.366519263766726,589.7618782804724
533,599.8885350423648,445.304801063624,60.73645825029499,3.0,1,52.160660335693244,526.2954288436694
534,792.0886736624594,649.6461972117597,603.4021389211475,4.0,5,75.80700655012937,345.5909029165409
535,950.2891568941852,226.73483533857396,675.6084477505068,8.0,3,81.91363496538031,940.0163809377689
536,864.6826516096703,312.6665568252865,605.3570989651394,,7,71.21579963923979,394.10539822043694
537,322.6132915688779,1037.6208882492251,157.13771547562897,,8,47.83093005259364,103.9875898239321
538,505.48972177908416,313.08560415865907,615.0709416927268,4.0,8,101.2778996145303,455.349448232295
539,216.24347363634547,811.4869063172373,626.6920865807307,,7,93.08036356891316,148.82940585849053
540,958.6459245328501,1078.1170794975274,,,2,81.12450722856846,657.8181605828934
541,645.557171005792,204.97153848737855,624.5869495966897,7.0,9,88.7500571351584,356.54492991491566
542,305.77852495311646,872.6027184619102,684.4410797582991,8.0,3,46.10677251759453,689.1065234041798
543,704.5306159652711,422.01603636697746,510.2030856780938,7.0,0,62.66192071626839,617.6523530374498
544,656.3154164121063,1446.2439690944907,116.4535354772593,3.0,8,45.6779648599453,511.7200951678336
545,422.3464462295565,751.1411877438909,415.72085725040813,6.0,4,41.89234037980996,573.8678740937602
546,202.2018329796661,1218.6891971739792,108.2370010037038,6.0,5,34.542626911914724,467.12877140711265
547,704.4158760335197,847.8284861265796,355.65727327432313,4.0,2,54.2054380256579,688.8891308089537
548,568.276930813414,112.94817263948778,355.3298668442207,6.0,9,63.8574775928462,251.82002837253665
549,795.0865525620754,968.0694946113324,99.50738310518119,9.0,7,49.871902770006436,654.5260176505365
550,568.1471510007941,1429.5348461996527,,6.0,6,56.48182045633986,807.322931253763
551,866.9633502866861,922.3371392121802,,4.0,0,49.57466046012436,687.4548945667792
552,596.716154897037,1237.8238461688459,656.1764075069166,6.0,9,68.3754178548489,423.6321181743051
553,604.8441743818477,1332.0993718551913,760.766019473353,7.0,4,88.78794838526585,668.9228006132472
554,888.9882423925105,380.7156693259521,104.23735644345396,4.0,9,35.71809059192426,285.1591562925641
555,463.1345795911573,357.46501786692863,766.3364054687761,3.0,8,47.048958810816515,-42.73280958862611
556,220.61370560557665,935.922433833938,441.9324495025589,4.0,5,35.577001780895785,284.2628968772077
557,125.90440868200508,645.9912812197218,274.6742584654054,5.0,7,58.53587978276089,224.3976058483983
558,779.6235301062571,1267.7988891567445,107.64655645712264,3.0,9,50.872111068860875,361.49174047716673
559,658.2785962181182,1355.033528927116,425.46820105281336,5.0,0,53.76537979246787,635.292779981809
560,733.6717912893013,562.4609999889412,645.8866583680615,3.0,9,100.15384490186324,232.3308240773983
561,291.66774535801966,393.462310512999,580.3148579500236,5.0,6,57.54990488173273,412.20466122154664
562,222.7343280280928,1181.7619971035997,87.66950859798033,5.0,2,62.04170369163868,599.2545317232347
563,113.09019910109373,448.4687515447973,104.67637652592764,5.0,8,46.03675585851371,153.65008716478275
564,415.52880292593727,1242.7907618448337,352.1549619744778,6.0,5,44.51639124753262,551.5412918050965
565,630.9259181691698,664.4204677907061,271.46787053595745,6.0,4,50.812203772516035,513.1459812162983
566,453.0196405897591,1017.9473539726322,224.28824229203587,6.0,7,52.377362556798616,475.5551934601501
567,493.72742982135617,188.52620506026886,260.7533741815352,5.0,7,47.8945786042676,262.1556918440652
568,913.7428250443736,954.5960207810309,,7.0,2,84.15471451592448,852.7173545038873
569,413.4299203209703,705.0631341689822,746.9210402238904,3.0,1,76.27864615216616,509.9131244463622
570,562.5905402438298,900.5822716044374,353.8270208956748,5.0,1,48.006683832475396,483.1655695648839
571,805.2877114670288,293.620601230052,729.5832515993728,7.0,4,68.75573796330329,572.2418896845863
572,456.88850408914317,1118.466930169064,291.1217759359115,2.0,9,52.383464657176496,239.66335584376662
573,659.8780302050861,1301.0557624376813,407.3277397578437,8.0,6,36.43342172553895,622.3238278524923
574,876.1273378720707,364.2727101316247,219.52174836199978,4.0,7,39.25536170020012,280.2627827882079
575,954.5685612918779,188.7861055042345,,2.0,9,69.48824896205728,185.3738218897416
576,232.36613283613414,84.27594976718777,784.2358363811067,5.0,7,83.17312589534384,188.10514761873364
577,933.9288626453449,980.8586756427358,502.619822032534,5.0,7,107.14275185587286,588.2726548145354
578,542.9046637715844,930.2863523287322,318.36056308516163,4.0,9,48.40674364116397,225.96164960994244
579,332.41994946906254,842.7112484354016,,6.0,2,48.38653062996356,658.6565884665622
580,513.2221806144352,386.32328936816435,142.19050884904067,8.0,1,42.097524903677005,597.7427738919848
581,982.0293177569293,616.8136940629963,716.494310199049,4.0,3,84.88337774388344,614.140735320123
582,543.3562845935826,911.9906860199509,427.31296308487725,3.0,0,40.297178910510524,501.1530747224306
583,395.8764492587574,770.3119453457956,387.0123065297316,6.0,2,36.94254742121556,575.0916295190108
584,670.0607688850532,1482.2890043115865,489.3985913401394,4.0,8,56.536689016140784,673.5380066059103
